AB,C,D,E,F,G,H,I,J,K,L
0x8613590100,"0x3134","0x0086","0x0008","0x0003","P","0x1359","0x0000","0x0001","0x03E7","0x3A45","0x02EE"
0x8603400000,"0x3135","0x0086","0x0008","0x0005","P","0x0340","0x0000","0x0000","0x0008","0x7520","0x02F1"
0x8603400100,"0x3136","0x0086","0x0008","0x0005","P","0x0340","0x0000","0x0001","0x03E7","0x3A46","0x02F1"
0x8603410000,"0x3137","0x0086","0x0008","0x0006","P","0x0341","0x0000","0x0000","0x0008","0x7521","0x02F2"
0x8603410100,"0x3138","0x0086","0x0008","0x0006","P","0x0341","0x0000","0x0001","0x03E7","0x3A47","0x02F2"
0x8603440000,"0x3139","0x0086","0x0008","0x0007","P","0x0344","0x0000","0x0000","0x0000","0x2D44","0x02F3"
0x8603440100,"0x313A","0x0086","0x0008","0x0007","P","0x0344","0x0000","0x0001","0x03E7","0x3A48","0x02F3"
0x8603650000,"0x313B","0x0086","0x0008","0x0008","P","0x0365","0x0000","0x0000","0x0008","0x7522","0x02F4"
0x8603650100,"0x313C","0x0086","0x0008","0x0008","P","0x0365","0x0000","0x0001","0x03E7","0x3A49","0x02F4"
0x8603690000,"0x313D","0x0086","0x0008","0x000A","P","0x0369","0x0000","0x0000","0x0008","0x7523","0x02E7"
0x8603690100,"0x313E","0x0086","0x0008","0x000A","P","0x0369","0x0000","0x0001","0x03E7","0x3A4A","0x02E7"
0x8613820000,"0x313F","0x0086","0x0009","0x0001","P","0x1382","0x0000","0x0000","0x0009","0x7525","0x0319"
0x8613820100,"0x3140","0x0086","0x0009","0x0001","P","0x1382","0x0000","0x0001","0x03E7","0x3A4B","0x0319"
0x8613810000,"0x3141","0x0086","0x0009","0x0002","P","0x1381","0x0000","0x0000","0x0009","0x7526","0x031C"
0x8613810100,"0x3142","0x0086","0x0009","0x0002","P","0x1381","0x0000","0x0001","0x03E7","0x3A4C","0x031C"
0x8603420000,"0x3143","0x0086","0x0009","0x0003","P","0x0342","0x0000","0x0000","0x0009","0x7527","0x0320"
0x8603420100,"0x3144","0x0086","0x0009","0x0003","P","0x0342","0x0000","0x0001","0x0009","0x7701","0xA309"
0x8603430000,"0x3145","0x0086","0x0009","0x0004","P","0x0343","0x0000","0x0000","0x0009","0x7528","0x0322"
0x8603430100,"0x3146","0x0086","0x0009","0x0004","P","0x0343","0x0000","0x0001","0x0009","0x7702","0xA30A"
0x8603400001,"0x3147","0x0086","0x0009","0x0005","P","0x0340","0x0000","0x0000","0x0009","0x7529","0x0326"
0x8603400101,"0x3148","0x0086","0x0009","0x0005","P","0x0340","0x0000","0x0001","0x03E7","0x3A4D","0x0326"
0x8603440001,"0x3149","0x0086","0x0009","0x0006","P","0x0344","0x0000","0x0000","0x0009","0x752A","0x032A"
0x8603440101,"0x314A","0x0086","0x0009","0x0006","P","0x0344","0x0000","0x0001","0x03E7","0x3A4E","0x032A"
0x8603440002,"0x314B","0x0086","0x0009","0x0007","P","0x0344","0x0000","0x0000","0x03E7","0x2D45","0x032C"
0x8603440102,"0x314C","0x0086","0x0009","0x0007","P","0x0344","0x0000","0x0001","0x03E7","0x3A4F","0x032C"
0x8603900000,"0x314D","0x0086","0x0009","0x0009","P","0x0390","0x0000","0x0000","0x03E7","0x2D46","0x032E"
0x8603900100,"0x314E","0x0086","0x0009","0x0009","P","0x0390","0x0000","0x0001","0x03E7","0x3A50","0x032E"
0x8603940000,"0x314F","0x0086","0x0009","0x000A","P","0x0394","0x0000","0x0000","0x03E7","0x2D47","0x0315"
0x8603940100,"0x3150","0x0086","0x0009","0x000A","P","0x0394","0x0000","0x0001","0x03E7","0x3A51","0x0315"
0x8601120000,"0x3151","0x0086","0x000A","0x0001","P","0x0112","0x0000","0x0000","0x0013","0x7538","0x0361"
0x8601120100,"0x3152","0x0086","0x000A","0x0001","P","0x0112","0x0000","0x0001","0x0013","0x770C","0xA30B"
0x8601130000,"0x3153","0x0086","0x000A","0x0002","P","0x0113","0x0000","0x0000","0x0013","0x7539","0x0367"
0x8601130100,"0x3154","0x0086","0x000A","0x0002","P","0x0113","0x0000","0x0001","0x0013","0x770D","0xA30C"
0x8601110000,"0x3155","0x0086","0x000A","0x0003","P","0x0111","0x0000","0x0000","0x0013","0x753A","0x036A"
0x8601110100,"0x3156","0x0086","0x000A","0x0003","P","0x0111","0x0000","0x0001","0x0013","0x770E","0xA30D"
0x8601110001,"0x3157","0x0086","0x000A","0x0004","P","0x0111","0x0000","0x0000","0x03E7","0x2D4A","0x036D"
0x8601110101,"0x3158","0x0086","0x000A","0x0004","P","0x0111","0x0000","0x0001","0x03E7","0x3A58","0x036D"
0x8600970000,"0x3159","0x0086","0x000A","0x0005","P","0x0097","0x0000","0x0000","0x0013","0x753B","0x0371"
0x8600970100,"0x315A","0x0086","0x000A","0x0005","P","0x0097","0x0000","0x0001","0x03E7","0x3A59","0x0371"
0x8600980000,"0x315B","0x0086","0x000A","0x0006","P","0x0098","0x0000","0x0000","0x0013","0x753C","0x0373"
0x8600980100,"0x315C","0x0086","0x000A","0x0006","P","0x0098","0x0000","0x0001","0x03E7","0x3A5A","0x0373"
0x8600960000,"0x315D","0x0086","0x000A","0x0008","P","0x0096","0x0000","0x0000","0x03E7","0x2D4B","0x0378"
0x8600960100,"0x315E","0x0086","0x000A","0x0008","P","0x0096","0x0000","0x0001","0x03E7","0x3A5B","0x0378"
0x8612130000,"0x315F","0x0086","0x000B","0x0001","P","0x1213","0x0000","0x0000","0x0015","0x754D","0x048B"
0x8612130100,"0x3160","0x0086","0x000B","0x0001","P","0x1213","0x0000","0x0001","0x03E7","0x3A81","0x048B"
0x8612140000,"0x3161","0x0086","0x000B","0x0002","P","0x1214","0x0000","0x0000","0x0015","0x754E","0x049A"
0x8612140100,"0x3162","0x0086","0x000B","0x0002","P","0x1214","0x0000","0x0001","0x03E7","0x3A82","0x049A"
0x8614980000,"0x3163","0x0086","0x000C","0x0002","P","0x1498","0x0000","0x0000","0x0032","0x7563","0x05C1"
0x8614980100,"0x3164","0x0086","0x000C","0x0002","P","0x1498","0x0000","0x0001","0x03E7","0x3AA6","0x05C1"
0x8614910000,"0x3165","0x0086","0x000C","0x0003","P","0x1491","0x0000","0x0000","0x0032","0x7569","0x05C6"
0x8614910100,"0x3166","0x0086","0x000C","0x0003","P","0x1491","0x0000","0x0001","0x0032","0x7718","0x05C6"
0x8604040000,"0x3167","0x0086","0x000C","0x0004","P","0x0404","0x0000","0x0000","0x03E7","0x2D77","0x05CF"
0x8604040100,"0x3168","0x0086","0x000C","0x0004","P","0x0404","0x0000","0x0001","0x03E7","0x3AA7","0x05CF"
0x8604060000,"0x3169","0x0086","0x000C","0x0005","P","0x0406","0x0000","0x0000","0x0032","0x7565","0x05D4"
0x8604060100,"0x316A","0x0086","0x000C","0x0005","P","0x0406","0x0000","0x0001","0x03E7","0x3AA8","0x05D4"
0x8604040001,"0x316B","0x0086","0x000C","0x0006","P","0x0404","0x0000","0x0000","0x0032","0x7566","0x05D9"
0x8604040101,"0x316C","0x0086","0x000C","0x0006","P","0x0404","0x0000","0x0001","0x0032","0x7716","0x05D9"
0x8624130000,"0x316D","0x0086","0x000C","0x0007","P","0x2413","0x0000","0x0000","0x0032","0x7567","0x05DE"
0x8624130100,"0x316E","0x0086","0x000C","0x0007","P","0x2413","0x0000","0x0001","0x0032","0x7717","0x05DE"
0x8604030000,"0x316F","0x0086","0x000C","0x0008","P","0x0403","0x0000","0x0000","0x0032","0x7568","0x05E2"
0x8604030100,"0x3170","0x0086","0x000C","0x0008","P","0x0403","0x0000","0x0001","0x03E7","0x3AA9","0x05E2"
0x8604090000,"0x3171","0x0086","0x000C","0x000A","P","0x0409","0x0000","0x0000","0x03E7","0x2D78","0x0598"
0x8604090100,"0x3172","0x0086","0x000C","0x000A","P","0x0409","0x0000","0x0001","0x03E7","0x3AAA","0xA31E"
0x8604050000,"0x3173","0x0086","0x000C","0x000B","P","0x0405","0x0000","0x0000","0x03E7","0x2D79","0x059C"
0x8604050100,"0x3174","0x0086","0x000C","0x000B","P","0x0405","0x0000","0x0001","0x03E7","0x3AAB","0xA31F"
0x8604060001,"0x3175","0x0086","0x000C","0x000C","P","0x0406","0x0000","0x0000","0x03E7","0x2D7A","0x05A1"
0x8604060101,"0x3176","0x0086","0x000C","0x000C","P","0x0406","0x0000","0x0001","0x03E7","0x3AAC","0xA320"
0x8604040002,"0x3177","0x0086","0x000C","0x000D","P","0x0404","0x0000","0x0000","0x03E7","0x2D7B","0x05A3"
0x8604040102,"0x3178","0x0086","0x000C","0x000D","P","0x0404","0x0000","0x0001","0x03E7","0x3AAD","0xA321"
0x8604040003,"0x3179","0x0086","0x000C","0x000E","P","0x0404","0x0000","0x0000","0x03E7","0x2D7C","0x05A5"
0x8604040103,"0x317A","0x0086","0x000C","0x000E","P","0x0404","0x0000","0x0001","0x03E7","0x3AAE","0xA322"
0x8604890000,"0x317B","0x0086","0x000C","0x000F","P","0x0489","0x0000","0x0000","0x03E7","0x2D7D","0x05A7"
0x8604890100,"0x317C","0x0086","0x000C","0x000F","P","0x0489","0x0000","0x0001","0x03E7","0x3AAF","0x05A7"
0x8604900000,"0x317D","0x0086","0x000C","0x0010","P","0x0490","0x0000","0x0000","0x03E7","0x2D7E","0x05A8"
0x8604900100,"0x317E","0x0086","0x000C","0x0010","P","0x0490","0x0000","0x0001","0x03E7","0x3AB0","0x05A8"
0x8604030001,"0x317F","0x0086","0x000C","0x0011","P","0x0403","0x0000","0x0000","0x03E7","0x2D7F","0x05A9"
0x8604030101,"0x3180","0x0086","0x000C","0x0011","P","0x0403","0x0000","0x0001","0x03E7","0x3AB1","0x05A9"
0x8611070000,"0x3181","0x0086","0x000D","0x0001","P","0x1107","0x0000","0x0000","0x0012","0x756F","0x071C"
0x8611070100,"0x3182","0x0086","0x000D","0x0001","P","0x1107","0x0000","0x0001","0x03E7","0x3ACD","0x071C"
0x8611080000,"0x3183","0x0086","0x000D","0x0002","P","0x1108","0x0000","0x0000","0x0012","0x7570","0x0720"
0x8611080100,"0x3184","0x0086","0x000D","0x0002","P","0x1108","0x0000","0x0001","0x03E7","0x3ACE","0x0720"
0x8611060000,"0x3185","0x0086","0x000D","0x0003","P","0x1106","0x0000","0x0000","0x0012","0x7571","0x0721"
0x8611060100,"0x3186","0x0086","0x000D","0x0003","P","0x1106","0x0000","0x0001","0x0012","0x7719","0xA328"
0x8622280000,"0x3187","0x0086","0x000D","0x0005","P","0x2228","0x0000","0x0000","0x0012","0x2D96","0x0727"
0x8622280100,"0x3188","0x0086","0x000D","0x0005","P","0x2228","0x0000","0x0001","0x03E7","0x3ACF","0x0727"
0x8622290000,"0x3189","0x0086","0x000D","0x0006","P","0x2229","0x0000","0x0000","0x0012","0x2D97","0x072A"
0x8622290100,"0x318A","0x0086","0x000D","0x0006","P","0x2229","0x0000","0x0001","0x03E7","0x3AD0","0x072A"
0x8622270000,"0x318B","0x0086","0x000D","0x0007","P","0x2227","0x0000","0x0000","0x0012","0x7574","0x072B"
0x8622270100,"0x318C","0x0086","0x000D","0x0007","P","0x2227","0x0000","0x0001","0x0012","0x771A","0xA329"
0x8611090000,"0x318D","0x0086","0x000D","0x0009","P","0x1109","0x0000","0x0000","0x03E7","0x2D98","0x072C"
0x8611090100,"0x318E","0x0086","0x000D","0x0009","P","0x1109","0x0000","0x0001","0x03E7","0x3AD1","0x072C"
0x8615080000,"0x318F","0x0086","0x000E","0x0001","P","0x1508","0x0000","0x0000","0x002A","0x7575","0x07C5"
0x8615080100,"0x3190","0x0086","0x000E","0x0001","P","0x1508","0x0000","0x0001","0x03E7","0x3AD2","0x07C5"
0x8605050000,"0x3191","0x0086","0x000E","0x0002","P","0x0505","0x0000","0x0000","0x002A","0x7576","0x07CB"
0x8605050100,"0x3192","0x0086","0x000E","0x0002","P","0x0505","0x0000","0x0001","0x002A","0x771B","0xA32C"
0x8615190000,"0x3193","0x0086","0x000E","0x0003","P","0x1519","0x0000","0x0000","0x0051","0x7577","0x07CC"
0x8615190100,"0x3194","0x0086","0x000E","0x0003","P","0x1519","0x0000","0x0001","0x03E7","0x3AD3","0x07CC"
0x8615090000,"0x3195","0x0086","0x000E","0x0004","P","0x1509","0x0000","0x0000","0x0051","0x7578","0x07CF"
0x8615090100,"0x3196","0x0086","0x000E","0x0004","P","0x1509","0x0000","0x0001","0x03E7","0x3AD4","0x07CF"
0x8615170000,"0x3197","0x0086","0x000E","0x0005","P","0x1517","0x0000","0x0000","0x002A","0x7579","0x07D3"
0x8615170100,"0x3198","0x0086","0x000E","0x0005","P","0x1517","0x0000","0x0001","0x03E7","0x3AD5","0x07D3"
0x8615180000,"0x3199","0x0086","0x000E","0x0006","P","0x1518","0x0000","0x0000","0x002A","0x757A","0x07D8"
0x8615180100,"0x319A","0x0086","0x000E","0x0006","P","0x1518","0x0000","0x0001","0x03E7","0x3AD6","0x07D8"
0x8615150000,"0x319B","0x0086","0x000E","0x0007","P","0x1515","0x0000","0x0000","0x0051","0x757B","0x07D9"
0x8615150100,"0x319C","0x0086","0x000E","0x0007","P","0x1515","0x0000","0x0001","0x03E7","0x3AD7","0x07D9"
0x8615160000,"0x319D","0x0086","0x000E","0x0008","P","0x1516","0x0000","0x0000","0x0051","0x757C","0x07DA"
0x8615160100,"0x319E","0x0086","0x000E","0x0008","P","0x1516","0x0000","0x0001","0x03E7","0x3AD8","0x07DA"
0x8605060000,"0x319F","0x0086","0x000E","0x000A","P","0x0506","0x0000","0x0000","0x0051","0x757D","0x07B0"
0x8605060100,"0x31A0","0x0086","0x000E","0x000A","P","0x0506","0x0000","0x0001","0x0051","0x771C","0x07B0"
0x8605070000,"0x31A1","0x0086","0x000E","0x000B","P","0x0507","0x0000","0x0000","0x0051","0x757E","0x07B3"
0x8605070100,"0x31A2","0x0086","0x000E","0x000B","P","0x0507","0x0000","0x0001","0x0051","0x771D","0x07B3"
0x8605110000,"0x31A3","0x0086","0x000E","0x000C","P","0x0511","0x0000","0x0000","0x0051","0x757F","0x07B7"
0x8605110100,"0x31A4","0x0086","0x000E","0x000C","P","0x0511","0x0000","0x0001","0x03E7","0x3AD9","0x07B7"
0x8603620000,"0x31A7","0x0086","0x000F","0x0002","P","0x0362","0x0000","0x0000","0x000A","0x75AA","0x084B"
0x8603620100,"0x31A8","0x0086","0x000F","0x0002","P","0x0362","0x0000","0x0001","0x03E7","0x3B00","0x084B"
0x8613510000,"0x31A9","0x0086","0x000F","0x0005","P","0x1351","0x0000","0x0000","0x000A","0x75AC","0x0856"
0x8613510100,"0x31AA","0x0086","0x000F","0x0005","P","0x1351","0x0000","0x0001","0x03E7","0x3B01","0x0856"
0x8613520000,"0x31AB","0x0086","0x000F","0x0006","P","0x1352","0x0000","0x0000","0x000A","0x75AD","0x0859"
0x8613520100,"0x31AC","0x0086","0x000F","0x0006","P","0x1352","0x0000","0x0001","0x03E7","0x3B02","0x0859"
0x8613530000,"0x31AD","0x0086","0x000F","0x0007","P","0x1353","0x0000","0x0000","0x000A","0x75AE","0x085A"
0x8613530100,"0x31AE","0x0086","0x000F","0x0007","P","0x1353","0x0000","0x0001","0x03E7","0x3B03","0x085A"
0x8613540000,"0x31AF","0x0086","0x000F","0x0008","P","0x1354","0x0000","0x0000","0x000A","0x75AF","0x085B"
0x8613540100,"0x31B0","0x0086","0x000F","0x0008","P","0x1354","0x0000","0x0001","0x03E7","0x3B04","0x085B"
0x8613550000,"0x31B1","0x0086","0x000F","0x0009","P","0x1355","0x0000","0x0000","0x000A","0x75B0","0x085C"
0x8613550100,"0x31B2","0x0086","0x000F","0x0009","P","0x1355","0x0000","0x0001","0x03E7","0x3B05","0x085C"
0x8613560000,"0x31B3","0x0086","0x000F","0x000A","P","0x1356","0x0000","0x0000","0x000A","0x75B1","0x0838"
0x8613560100,"0x31B4","0x0086","0x000F","0x000A","P","0x1356","0x0000","0x0001","0x03E7","0x3B06","0x0838"
0x8603510000,"0x31B5","0x0086","0x000F","0x000B","P","0x0351","0x0000","0x0000","0x03E7","0x2DA1","0x083B"
0x8603510100,"0x31B6","0x0086","0x000F","0x000B","P","0x0351","0x0000","0x0001","0x03E7","0x3B07","0x083B"
0x8603520000,"0x31B7","0x0086","0x000F","0x000C","P","0x0352","0x0000","0x0000","0x03E7","0x2DA2","0x083E"
0x8603520100,"0x31B8","0x0086","0x000F","0x000C","P","0x0352","0x0000","0x0001","0x03E7","0x3B08","0x083E"
0x8606110000,"0x31BB","0x0086","0x0010","0x000A","P","0x0611","0x0000","0x0000","0x03E7","0x2DB5","0x08D6"
0x8606110100,"0x31BC","0x0086","0x0010","0x000A","P","0x0611","0x0000","0x0001","0x03E7","0x2DB5","0x08D6"
0x8610040000,"0x31BD","0x0086","0x0010","0x000B","P","0x1004","0x0000","0x0000","0x03E7","0x2DB6","0x08D9"
0x8610450000,"0x31BE","0x0086","0x0010","0x000C","P","0x1045","0x0000","0x0000","0x03E7","0x2DB7","0x08DD"
0x8610460000,"0x31BF","0x0086","0x0010","0x000D","P","0x1046","0x0000","0x0000","0x03E7","0x2DB8","0x08E0"
0x8610470000,"0x31C0","0x0086","0x0010","0x000E","P","0x1047","0x0000","0x0000","0x03E7","0x2DB9","0x08E3"
0x8610480000,"0x31C1","0x0086","0x0010","0x000F","P","0x1048","0x0000","0x0000","0x03E7","0x2DBA","0x08E6"
0x8605000000,"0x31C2","0x0086","0x0011","0x0001","P","0x0500","0x0000","0x0000","0x001C","0x75C1","0x09B4"
0x8605000100,"0x31C3","0x0086","0x0011","0x0001","P","0x0500","0x0000","0x0001","0x001C","0x7727","0xA337"
0x8605010000,"0x31C4","0x0086","0x0011","0x0002","P","0x0501","0x0000","0x0000","0x001C","0x75C2","0x09B8"
0x8605010100,"0x31C5","0x0086","0x0011","0x0002","P","0x0501","0x0000","0x0001","0x03E7","0x3B37","0x09B8"
0x8618840000,"0x31C6","0x0086","0x0011","0x0006","P","0x1884","0x0000","0x0000","0x001C","0x75C3","0x09BF"
0x8618840100,"0x31C7","0x0086","0x0011","0x0006","P","0x1884","0x0000","0x0001","0x03E7","0x3B38","0x09BF"
0x8621580000,"0x31C8","0x0086","0x0011","0x0007","P","0x2158","0x0000","0x0000","0x0000","0x2DC9","0x09C0"
0x8621580100,"0x31C9","0x0086","0x0011","0x0007","P","0x2158","0x0000","0x0001","0x03E7","0x3B39","0x09C0"
0x8605020000,"0x31CA","0x0086","0x0011","0x0008","P","0x0502","0x0000","0x0000","0x03E7","0x2DCA","0x09C1"
0x8605020100,"0x31CB","0x0086","0x0011","0x0008","P","0x0502","0x0000","0x0001","0x03E7","0x3B3A","0xA338"
0x8613970000,"0x31CC","0x0086","0x0012","0x0001","P","0x1397","0x0000","0x0000","0x0016","0x75C4","0x0A49"
0x8613970100,"0x31CD","0x0086","0x0012","0x0001","P","0x1397","0x0000","0x0001","0x03E7","0x3B3B","0x0A49"
0x8613980000,"0x31CE","0x0086","0x0012","0x0002","P","0x1398","0x0000","0x0000","0x0016","0x75C5","0x0A4F"
0x8613980100,"0x31CF","0x0086","0x0012","0x0002","P","0x1398","0x0000","0x0001","0x03E7","0x3B3C","0x0A4F"
0x8617530000,"0x31D0","0x0086","0x0013","0x0001","P","0x1753","0x0000","0x0000","0x0024","0x75C6","0x0AFC"
0x8617530100,"0x31D1","0x0086","0x0013","0x0001","P","0x1753","0x0000","0x0001","0x03E7","0x3B65","0x0AFC"
0x8617580000,"0x31D2","0x0086","0x0013","0x0002","P","0x1758","0x0000","0x0000","0x0024","0x75C7","0x0AFE"
0x8617580100,"0x31D3","0x0086","0x0013","0x0002","P","0x1758","0x0000","0x0001","0x03E7","0x3B66","0x0AFE"
0x8607400000,"0x31D4","0x0086","0x0013","0x0003","P","0x0740","0x0000","0x0000","0x0024","0x75C8","0x0AFF"
0x8607400100,"0x31D5","0x0086","0x0013","0x0003","P","0x0740","0x0000","0x0001","0x0024","0x7728","0xA33D"
0x8612970000,"0x31D6","0x0086","0x0014","0x0001","P","0x1297","0x0000","0x0000","0x0014","0x75C9","0x0BCA"
0x8612970100,"0x31D7","0x0086","0x0014","0x0001","P","0x1297","0x0000","0x0001","0x03E7","0x3B67","0x0BCA"
0x8612980000,"0x31D8","0x0086","0x0014","0x0002","P","0x1298","0x0000","0x0000","0x0014","0x75CA","0x0BCC"
0x8612980100,"0x31D9","0x0086","0x0014","0x0002","P","0x1298","0x0000","0x0001","0x03E7","0x3B68","0x0BCC"
0x8612730000,"0x31DA","0x0086","0x0015","0x0001","P","0x1273","0x0000","0x0000","0x001F","0x75CC","0x0C02"
0x8612730100,"0x31DB","0x0086","0x0015","0x0001","P","0x1273","0x0000","0x0001","0x03E7","0x3B6C","0x0C02"
0x8612530000,"0x31DC","0x0086","0x0015","0x0001","P","0x1253","0x0000","0x0000","0x001F","0x75CB","0x0C01"
0x8612530100,"0x31DD","0x0086","0x0015","0x0001","P","0x1253","0x0000","0x0001","0x03E7","0x3B6B","0x0C01"
0x8626490000,"0x31DE","0x0086","0x0015","0x0002","P","0x2649","0x0000","0x0000","0x001F","0x75CD","0x0C15"
0x8626490100,"0x31DF","0x0086","0x0015","0x0002","P","0x2649","0x0000","0x0001","0x03E7","0x3B6D","0x0C15"
0x8626480000,"0x31E0","0x0086","0x0015","0x0003","P","0x2648","0x0000","0x0000","0x001F","0x75CE","0x0C1A"
0x8626480100,"0x31E1","0x0086","0x0015","0x0003","P","0x2648","0x0000","0x0001","0x03E7","0x3B6E","0x0C1A"
0x8626450000,"0x31E2","0x0086","0x0015","0x0004","P","0x2645","0x0000","0x0000","0x03E7","0x2DF5","0x0C1E"
0x8626450100,"0x31E3","0x0086","0x0015","0x0004","P","0x2645","0x0000","0x0001","0x03E7","0x3B6F","0x0C1E"
0x8612510000,"0x31E4","0x0086","0x0015","0x0005","P","0x1251","0x0000","0x0000","0x03E7","0x2DF6","0x0C21"
0x8612510100,"0x31E5","0x0086","0x0015","0x0005","P","0x1251","0x0000","0x0001","0x03E7","0x3B70","0x0C21"
0x8612520000,"0x31E6","0x0086","0x0015","0x0006","P","0x1252","0x0000","0x0000","0x03E7","0x2DF7","0x0C24"
0x8612520100,"0x31E7","0x0086","0x0015","0x0006","P","0x1252","0x0000","0x0001","0x03E7","0x3B71","0x0C24"
0x8626480001,"0x31E8","0x0086","0x0015","0x0007","P","0x2648","0x0000","0x0000","0x03E7","0x2DF8","0x0C25"
0x8626480101,"0x31E9","0x0086","0x0015","0x0007","P","0x2648","0x0000","0x0001","0x03E7","0x3B72","0x0C25"
0x8626490001,"0x31EA","0x0086","0x0015","0x0008","P","0x2649","0x0000","0x0000","0x03E7","0x2DF9","0x0C26"
0x8626490101,"0x31EB","0x0086","0x0015","0x0008","P","0x2649","0x0000","0x0001","0x03E7","0x3B73","0x0C26"
0x8612750000,"0x31EC","0x0086","0x0016","0x0001","P","0x1275","0x0000","0x0000","0x0021","0x2DFD","0x0C96"
0x8612750100,"0x31ED","0x0086","0x0016","0x0001","P","0x1275","0x0000","0x0001","0x03E7","0x3B77","0x0C96"
0x8612550000,"0x31EE","0x0086","0x0016","0x0001","P","0x1255","0x0000","0x0000","0x0021","0x2DFC","0x0C95"
0x8612550100,"0x31EF","0x0086","0x0016","0x0001","P","0x1255","0x0000","0x0001","0x03E7","0x3B76","0x0C95"
0x8626470000,"0x31F0","0x0086","0x0016","0x0002","P","0x2647","0x0000","0x0000","0x0021","0x75D0","0x0CA7"
0x8626470100,"0x31F1","0x0086","0x0016","0x0002","P","0x2647","0x0000","0x0001","0x03E7","0x3B78","0x0CA7"
0x8626460000,"0x31F2","0x0086","0x0016","0x0003","P","0x2646","0x0000","0x0000","0x0021","0x75D1","0x87D5"
0x8626460100,"0x31F3","0x0086","0x0016","0x0003","P","0x2646","0x0000","0x0001","0x03E7","0x3B79","0x87D5"
0x8612790000,"0x31F4","0x0086","0x0016","0x0004","P","0x1279","0x0000","0x0000","0x0021","0x2DFF","0x0CB3"
0x8612790100,"0x31F5","0x0086","0x0016","0x0004","P","0x1279","0x0000","0x0001","0x03E7","0x3B7B","0x0CB3"
0x8612590000,"0x31F6","0x0086","0x0016","0x0004","P","0x1259","0x0000","0x0000","0x0021","0x2DFE","0x0CB2"
0x8612590100,"0x31F7","0x0086","0x0016","0x0004","P","0x1259","0x0000","0x0001","0x03E7","0x3B7A","0x0CB2"
0x8605220000,"0x31F8","0x0086","0x0016","0x0005","P","0x0522","0x0000","0x0000","0x0021","0x75D3","0x0CB9"
0x8605220100,"0x31F9","0x0086","0x0016","0x0005","P","0x0522","0x0000","0x0001","0x03E7","0x3B7C","0x0CB8"
0x8605230000,"0x31FA","0x0086","0x0016","0x0006","P","0x0523","0x0000","0x0000","0x0021","0x75D4","0x0CBD"
0x8605230100,"0x31FB","0x0086","0x0016","0x0006","P","0x0523","0x0000","0x0001","0x03E7","0x3B7D","0x0CBC"
0x8605210000,"0x31FC","0x0086","0x0016","0x0007","P","0x0521","0x0000","0x0000","0x0021","0x75D5","0x0CBE"
0x8605210100,"0x31FD","0x0086","0x0016","0x0007","P","0x0521","0x0000","0x0001","0x03E7","0x3B7E","0x0CBE"
0x8626460001,"0x31FE","0x0086","0x0016","0x0009","P","0x2646","0x0000","0x0000","0x03E7","0x2E00","0x0CC0"
0x8626460101,"0x31FF","0x0086","0x0016","0x0009","P","0x2646","0x0000","0x0001","0x03E7","0x3B7F","0x0CC0"
0x8626560000,"0x3200","0x0086","0x0016","0x000A","P","0x2656","0x0000","0x0000","0x03E7","0x2E01","0x0C97"
0x8626560100,"0x3201","0x0086","0x0016","0x000A","P","0x2656","0x0000","0x0001","0x03E7","0x3B80","0x0C97"
0x8603250000,"0x3202","0x0086","0x0017","0x0001","P","0x0325","0x0000","0x0000","0x0022","0x75D6","0x0D1C"
0x8603250100,"0x3203","0x0086","0x0017","0x0001","P","0x0325","0x0000","0x0001","0x03E7","0x3B81","0x0D1C"
0x8613240000,"0x3204","0x0086","0x0017","0x0002","P","0x1324","0x0000","0x0000","0x0022","0x75D8","0x0D2A"
0x8613240100,"0x3205","0x0086","0x0017","0x0002","P","0x1324","0x0000","0x0001","0x03E7","0x3B83","0x0D2A"
